stop_id,name,lat,lng,routes
302298,BEDFORD AV/S 4 ST,40.712146,-73.962724,B62
405361,EAST HOUSTON ST/CROSBY ST,40.725263,-73.995918,M21
405530,LEXINGTON AV/E 37 ST,40.748126,-73.978535,M101 M102 M103
400747,BROADWAY/W 63 ST,40.77147,-73.981943,BXM2 BxM2 M104 M5 M7
307995,GOLD ST/SANDS ST,40.699462,-73.983031,B57 B62
403424,LEXINGTON AV/E 50 ST,40.756659,-73.972382,BXM1 BxM1 M101 M102 M103
103472,MORRIS AV/E 142 ST,40.814161,-73.924983,BX32 Bx32
300147,AVENUE R/GERRITSEN AV,40.60749,-73.941693,B2 B31
401150,GRAND ST/CLINTON ST,40.716095,-73.986873,L92 M14A+ M14A-SBS
301679,13 AV/39 ST,40.6404,-73.986628,B16
104503,FOOD CENTER DR/TERMINAL,40.809978,-73.876657,BX46 BX6 BX6+ Bx46 Bx6 Bx6-SBS
304440,MYRTLE AV/GRAND AV,40.69368,-73.964502,B54
301033,LINDEN BLVD/EUCLID AV,40.668075,-73.870267,B15 B20
101185,NEREID AV/CARPENTER AV,40.899725,-73.857316,BX16 Bx16
405015,MAIN RDWY/OPP PARKS & RECREATION,40.799485,-73.922512,M35
306382,GLENWOOD RD/E 100 ST,40.646791,-73.899644,B6 B60 B82
103034,E 170 ST/JEROME AV,40.840362,-73.917902,BX18A BX18B Bx18A Bx18B
402868,BOWERY/CANAL ST,40.715915,-73.996422,M103
308681,WYTHE AV/N 9 ST,40.720443,-73.959495,B32
504107,PUTNAM AV/FRESH POND RD,40.706427,-73.897352,B13 B20 M90 Q58 Q98 T410
103060,BARTOW AV/GUNTHER AV,40.866888,-73.837711,BX28 BX38 Bx28 Bx38
307122,PITKIN AV/THOMAS S BOYLAND ST,40.669262,-73.913114,B12 B14
101497,WHITE PLAINS RD/MORRIS PK AV,40.845557,-73.866194,BX22 BX39 Bx22 Bx39
304008,OCEAN AV / AVENUE S,40.603781,-73.952413,B49 BM3
404920,FORT WASHINGTON AV/W 165 ST,40.841726,-73.942351,M4
303156,BROADWAY/ARION PL,40.69807,-73.937041,B46 B47
303860,LORIMER ST/MONTROSE AV,40.705948,-73.948129,B48
150085,LAYTON AV/CLARENCE AV,40.835369,-73.818691,BXM9 BxM9
400237,ADAM C POWELL BLVD/W 135 ST,40.815549,-73.943309,M2
504178,SUMMERFIELD ST/FOREST AV,40.699001,-73.898368,B20
902201,W 167 ST/W 168 ST,40.838829,-73.928122,BX18B Bx18B
401718,1 AV/E 93 ST,40.781562,-73.945891,M15
100484,BROADWAY/W 228 ST,40.875752,-73.90825,BX20 BX7 BX9 Bx20 Bx7 Bx9
102174,MORRIS AV/E 149 ST,40.817542,-73.922753,BX32 Bx32
103641,BARTOW AV/EDSON AV,40.868117,-73.833907,BX25 BX26 BX28 BX38 Bx25 Bx26 Bx28 Bx38
901473,MACKENZIE LOOP (no G-A-R: use 300000),40.578205,-73.939748,B1
100459,HENRY HUDSON PKWY EAST/W 246 ST,40.893731,-73.907892,BX10 BX7 BXM1 BXM18 BXM2 Bx10 Bx7 BxM1 BxM18 BxM2
401259,CENTRAL PARK WEST/W 97 ST,40.792222,-73.964215,M10
103575,CASTLE HILL AV/ZEREGA AV,40.841362,-73.853036,BX4A Bx4A
303713,EMPIRE BLVD/NOSTRAND AV,40.663842,-73.950528,B43
303693,UTICA AV/FOSTER AV,40.63989,-73.92924,B46
303728,THROOP AV/MACDONOUGH ST,40.68167,-73.940615,B43
300068,NARROWS AV/MACKAY PL,40.63658,-74.034621,B64 B9
303674,UTICA AV/DEAN ST,40.675505,-73.930565,B46
308602,DIVISION AV/DRIGGS AV,40.707708,-73.962213,B62
102243,KATONAH AV/E 237 ST,40.899102,-73.867389,BX31 BX34 BXM4 Bx31 Bx34 BxM4
402666,COOPER SQ/E 6 ST,40.728395,-73.990611,M103
401819,W 34 ST/8 AV,40.751988,-73.993312,M34+ M34-SBS M34A+ M34A-SBS SIM23 SIM24
100052,GRAND CONCOURSE/E 206 ST,40.876301,-73.88551,BX1 BX2 Bx1 Bx2
302310,BROADWAY/MARCY AV,40.708638,-73.958417,B106 B24 B46 B60 Q54
504111,GATES AV/GRANDVIEW AV,40.707497,-73.904122,B13
303295,FLATBUSH AV/ATLANTIC AV,40.684187,-73.977626,B41 B67
303556,RALPH AV/SAINT JOHNS PL,40.670198,-73.922535,B45 B47 B65
303967,DEAN ST/BEDFORD AV,40.676985,-73.952934,B49 B65
306728,ROCKAWAY AV/PITKIN AV,40.670002,-73.910745,B12 B60
305392,ATLANTIC AV/NEVINS ST,40.686331,-73.983042,B63
401086,COLUMBUS AV/W 106 ST,40.798915,-73.963235,M11 M7
300339,OCEAN AV/VOORHIES AV,40.586611,-73.948857,B4
403165,BROADWAY/W 79 ST,40.783599,-73.980392,M104
306558,MCDONALD AV/TERRACE PL,40.653053,-73.981501,B67 B69
100064,W 231 ST/BAILEY AV,40.878232,-73.90277,BX1 BX10 BX2 Bx1 Bx10 Bx2
901537,MCDONALD AV/AV I,40.626053,-73.976325,B90
100510,BRONXWOOD AV/E 216 ST,40.879904,-73.857941,BX8 Bx8
101752,BAYCHESTER AV/ALDRICH ST,40.869955,-73.832531,BX23 BX25 BX28 BX30 BX38 Bx23 Bx25 Bx28 Bx30 Bx38 Q50
104269,BOSTON RD/BOLLER AV,40.88196,-73.836739,BX30 Bx30
103466,WEBSTER AV/E 235 ST,40.89812,-73.862301,BX16 Bx16
308222,BATH AV/21 AV,40.59974,-73.999211,B64
300334,VOORHIES AV/E 14 ST,40.585677,-73.95473,B4 B49
307798,DRIGGS AV/N 9 ST,40.717935,-73.955549,B62
402694,3 AV/E 82 ST,40.776582,-73.955559,M101 M102 M103
101496,WHITE PLAINS RD/VAN NEST AV,40.844084,-73.865589,BX22 BX39 Bx22 Bx39
300261,AVENUE U/BEDFORD AV,40.599919,-73.947094,B3
402154,W 23 ST/8 AV,40.745547,-73.998888,M23+ M23-SBS
307460,ADAMS ST/BROOKLYN SUPREME COURT,40.692973,-73.989171,B25 B38 B52
401417,AMSTERDAM AV/W 65 ST,40.774341,-73.984619,M11
401310,FREDERICK DOUGLASS BLVD/W 145 ST,40.822522,-73.942285,M10
104238,DEVOE AV/LEBANON ST,40.84152,-73.876332,BX9 Bx9
307127,NOSTRAND AV / KINGS HWY,40.615741,-73.944652,B44+ B44-SBS BM4
305613,BERGEN ST/HOYT ST,40.686049,-73.988606,B65
401331,CENTRAL PARK WEST/W 97 ST,40.792268,-73.964384,M10 M106 M96
101743,CO-OP CITY BLVD/BELLAMY LOOP NORTH,40.874311,-73.824299,BX23 BX25 BX28 BX38 BXM7 Bx23 Bx25 Bx28 Bx38 BxM7 Q50
301580,JUNIUS ST/SUTTER AV,40.667997,-73.902622,B14 T426
402688,3 AV/E 67 ST,40.767113,-73.962513,M101 M102 M103 M98
307840,FLATBUSH AV / NOSTRAND AV,40.632512,-73.947447,B103
100270,WESTCHESTER AV/SAINT ANN'S AV,40.816075,-73.91173,BX4 Bx4
400331,5 AV/W 17 ST,40.73767,-73.992523,M1 M2 M3 M55
405297,7 AV/W 44 ST,40.757476,-73.985927,M104 M20 M7
305427,5 AV/PROSPECT AV,40.664173,-73.990499,B63
307318,NOSTRAND AV/AVENUE V,40.599455,-73.94165,B36
305272,GRAHAM AV/DRIGGS AV,40.72263,-73.947342,B43
803003,146 ST/LENOX AV,40.821204,-73.936042,M1
101750,BAYCHESTER AV/DARROW PL,40.878654,-73.833085,BX23 BX25 BX28 BX30 BX38 Bx23 Bx25 Bx28 Bx30 Bx38 Q50
405265,W 14 ST/9 AV,40.741148,-74.005521,M11 M12 M14D+ M14D-SBS
305365,5 AV/34 ST,40.654298,-74.000645,B63
303476,NOSTRAND AV/CLARENDON RD,40.64283,-73.948804,B44
308183,86 ST/W 7 ST,40.592441,-73.977976,B1 B4
