node_id,name,street,from_street,to_street,borough,lat,lng
55368,167 STREET at HORACE HARDING EXPRESSWAY,167 STREET,HORACE HARDING EXPRESSWAY,,Queens,40.73804928762586,-73.80183466846499
32865,76 DRIVE at AUSTIN STREET,76 DRIVE,AUSTIN STREET,,Queens,40.71519766206752,-73.83612063965613
24018,ST CLAIRE PLACE at WEST  125 STREET,ST CLAIRE PLACE,WEST  125 STREET,,Manhattan,40.81700747307137,-73.95949328884907
51637,119 STREET at DEAD END,119 STREET,DEAD END,,Queens,40.771737284620606,-73.84888227246267
55334,77 ROAD at 167 STREET,77 ROAD,167 STREET,,Queens,40.72431663483619,-73.8014627636902
41865,28 AVENUE at 41 STREET,28 AVENUE,41 STREET,,Queens,40.76510282897699,-73.91290043687536
50290,67 DRIVE at YELLOWSTONE BOULEVARD,67 DRIVE,YELLOWSTONE BOULEVARD,,Queens,40.727025177767835,-73.84888232820776
58919,188 STREET at HENLEY ROAD,188 STREET,HENLEY ROAD,,Queens,40.71783802984749,-73.77490589543767
50403,67 ROAD at 112 STREET,67 ROAD,112 STREET,,Queens,40.72961855358969,-73.84274865499701
35598,BEACH   44 STREET at ROCKAWAY FREEWAY,BEACH   44 STREET,ROCKAWAY FREEWAY,,Queens,40.593056030877385,-73.77531718386827
31576,80 STREET at 151 AVENUE,80 STREET,151 AVENUE,,Queens,40.66731213356486,-73.85451984151754
31635,82 STREET at 153 AVENUE,82 STREET,153 AVENUE,,Queens,40.6660514610027,-73.85221453811283
7656,HUNTER AVENUE at IDLEASE PLACE,HUNTER AVENUE,IDLEASE PLACE,,S,40.57752610640093,-74.09613172537684
31058,80 STREET at 157 AVENUE,80 STREET,157 AVENUE,,Queens,40.65992395650777,-73.85275092330639
50293,67 DRIVE at 108 STREET,67 DRIVE,108 STREET,,Queens,40.72762043436557,-73.8468732658581
45375,48 AVENUE at 66 STREET,48 AVENUE,66 STREET,,Queens,40.738420079533434,-73.89889701306677
13980,54 STREET at FT HAMILTON PARKWAY,54 STREET,FT HAMILTON PARKWAY,,B,40.63597757269682,-74.0012405462426
24034,RIVERSIDE DRIVE at WEST  131 STREET,RIVERSIDE DRIVE,WEST  131 STREET,,Manhattan,40.818758253245214,-73.9597720673608
24293,8 AVENUE at WEST  136 STREET,8 AVENUE,WEST  136 STREET,,Manhattan,40.81717583904332,-73.94605577960384
59045,GRAND CENTRAL PKWY EB ET   20 B at MC LAUGHLIN AVENUE,GRAND CENTRAL PKWY EB ET   20 B,MC LAUGHLIN AVENUE,,Queens,40.72509179445921,-73.76707828749299
58486,171 STREET at JEWEL AVENUE,171 STREET,JEWEL AVENUE,,Queens,40.73142836723454,-73.79865761316654
50170,69 AVENUE at INGRAM STREET,69 AVENUE,INGRAM STREET,,Queens,40.71616370365584,-73.85263477162258
35565,BEACH   47 STREET at ROCKAWAY FREEWAY,BEACH   47 STREET,ROCKAWAY FREEWAY,,Queens,40.59279133643901,-73.77786788493331
58922,CAMBRIDGE ROAD at CHEVY CHASE STREET,CAMBRIDGE ROAD,CHEVY CHASE STREET,,Queens,40.71877024611003,-73.77636882591902
32970,ROCKAWAY FREEWAY at SEASIDE AVENUE,ROCKAWAY FREEWAY,SEASIDE AVENUE,,Queens,40.58413229344928,-73.8241919001784
31039,79 STREET at 157 AVENUE,79 STREET,157 AVENUE,,Queens,40.6593161056129,-73.8535469029234
58932,MC LAUGHLIN AVENUE at SANTIAGO STREET,MC LAUGHLIN AVENUE,SANTIAGO STREET,,Queens,40.721692878553206,-73.77573030057977
26942,HERKIMER STREET at SUYDAM PLACE,HERKIMER STREET,SUYDAM PLACE,,B,40.678377224656614,-73.92649133651774
13977,57 STREET at FT HAMILTON PARKWAY,57 STREET,FT HAMILTON PARKWAY,,B,40.6345383560221,-74.00338868309856
40563,MONITOR STREET at DRIGGS AVENUE,MONITOR STREET,DRIGGS AVENUE,,B,40.72327345980998,-73.94222183363559
50394,67 ROAD at 110 STREET,67 ROAD,110 STREET,,Queens,40.7289005579367,-73.84515803260835
67539,119 STREET at DEAD END,119 STREET,DEAD END,,Queens,40.77303953032085,-73.84878568133983
9007542,BEACH   44 STREET at ROCKAWAY FREEWAY,BEACH   44 STREET,ROCKAWAY FREEWAY,,Queens,40.59301394727199,-73.77531292030861
50522,67 ROAD at GRAND CENTRL PARKWAY,67 ROAD,GRAND CENTRL PARKWAY,,Queens,40.72999809345239,-73.84146810873972
51670,25 AVENUE at COLLEGE POINT BOULEVARD,25 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.776905721050966,-73.84622255736176
41187,54 STREET at QUEENS BOULEVARD,54 STREET,QUEENS BOULEVARD,,Queens,40.742274938400236,-73.91104536601972
51477,36 AVENUE at COLLEGE POINT BOULEVARD,36 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.76210421840718,-73.83542617735836
82135,67 AVENUE at QUEENS BOULEVARD,67 AVENUE,QUEENS BOULEVARD,,Queens,40.72713580144384,-73.85358460972735
7982,ANNFIELD COURT at PALACE COURT,ANNFIELD COURT,PALACE COURT,,S,40.60078167297213,-74.10582614294692
54828,141 STREET at JEWEL AVENUE,141 STREET,JEWEL AVENUE,,Queens,40.72960686198693,-73.82488139152754
45379,49 AVENUE at 67 STREET,49 AVENUE,67 STREET,,Queens,40.73768026511862,-73.89773211377823
50300,66 ROAD at 110 STREET,66 ROAD,110 STREET,,Queens,40.73026191660458,-73.84576537958031
14114,FT HAMILTON PARKWAY at NEW UTRECHT AVENUE,FT HAMILTON PARKWAY,NEW UTRECHT AVENUE,,B,40.640600288402545,-73.99433124226066
32471,69 AVENUE at KESSEL STREET,69 AVENUE,KESSEL STREET,,Queens,40.71487685554019,-73.853446704621
23835,EAST  109 STREET at LEXINGTON AVENUE,EAST  109 STREET,LEXINGTON AVENUE,,Manhattan,40.79417863222323,-73.94486588614613
55406,BOTANICAL GARDEN BRIDGE at COLLEGE POINT BOULEVARD,BOTANICAL GARDEN BRIDGE,COLLEGE POINT BOULEVARD,,Queens,40.749313494015404,-73.83277623921062
49990,FLEET STREET at THORNTON PLACE,FLEET STREET,THORNTON PLACE,,Queens,40.71986886838089,-73.85665222419458
41543,28 STREET at 36 AVENUE,28 STREET,36 AVENUE,,Queens,40.75771038572084,-73.93215200304469
24308,8 AVENUE at WEST  142 STREET,8 AVENUE,WEST  142 STREET,,Manhattan,40.82091720542062,-73.94332134231864
54818,71 AVENUE at 141 STREET,71 AVENUE,141 STREET,,Queens,40.72739731688591,-73.8246391535109
41698,43 AVENUE at 45 STREET,43 AVENUE,45 STREET,,Queens,40.74500963664665,-73.91927526037749
31567,79 STREET at 153 AVENUE,79 STREET,153 AVENUE,,Queens,40.66564536455391,-73.85508974311087
37522,DALNY ROAD at WEXFORD TERRACE,DALNY ROAD,WEXFORD TERRACE,,Queens,40.7152008404485,-73.7784662068467
34267,134 STREET at FOCH BOULEVARD,134 STREET,FOCH BOULEVARD,,Queens,40.677048391968974,-73.80546094137961
55325,167 STREET at UNION TURNPIKE,167 STREET,UNION TURNPIKE,,Queens,40.722647488276834,-73.80105447454469
34472,AUSTIN STREET at UNION TURNPIKE,AUSTIN STREET,UNION TURNPIKE,,Queens,40.71310731088641,-73.83373927797723
41922,31 AVENUE at HOBART STREET,31 AVENUE,HOBART STREET,,Queens,40.75719499757243,-73.90826756270613
45496,49 AVENUE at 69 STREET,49 AVENUE,69 STREET,,Queens,40.73763927133414,-73.89592985111682
7822,TODT HILL ROAD at WHITWELL PLACE,TODT HILL ROAD,WHITWELL PLACE,,S,40.60013620039767,-74.11300822685934
51643,30 AVENUE at 120 STREET,30 AVENUE,120 STREET,,Queens,40.77138907543394,-73.84797022590311
9034507,COLLEGE POINT BOULEVARD at V WK EXPWY WHTSTN EXPWY RAMP,COLLEGE POINT BOULEVARD,V WK EXPWY WHTSTN EXPWY RAMP,,Queens,40.76647132479831,-73.83830498860264
32469,69 AVENUE at MANSE STREET,69 AVENUE,MANSE STREET,,Queens,40.71359360567291,-73.85426030256968
41013,41 STREET at 47 AVENUE,41 STREET,47 AVENUE,,Queens,40.74169150029967,-73.92373909534749
45293,43 AVENUE at 65 STREET,43 AVENUE,65 STREET,,Queens,40.74206643448714,-73.90035470496869
58752,DALNY ROAD at MIDLAND PARKWAY,DALNY ROAD,MIDLAND PARKWAY,,Queens,40.716356046651235,-73.78417466631116
41801,28 AVENUE at 38 STREET,28 AVENUE,38 STREET,,Queens,40.76585639961804,-73.91449902452608
58503,67 AVENUE at 171 STREET,67 AVENUE,171 STREET,,Queens,40.73469030526951,-73.79844189940609
51671,23 AVENUE at COLLEGE POINT BOULEVARD,23 AVENUE,COLLEGE POINT BOULEVARD,,Queens,40.77860532015495,-73.84611275142771
34476,78 AVENUE at KEW FOREST LANE,78 AVENUE,KEW FOREST LANE,,Queens,40.71430661969798,-73.83303465265654
45283,48 AVENUE at 65 PLACE,48 AVENUE,65 PLACE,,Queens,40.738440190608635,-73.89986900013949
34471,78 AVENUE at AUSTIN STREET,78 AVENUE,AUSTIN STREET,,Queens,40.71363154802932,-73.83431669454285
49988,FLEET STREET at SELFRIDGE STREET,FLEET STREET,SELFRIDGE STREET,,Queens,40.71967683368091,-73.85747925156224
55331,77 ROAD at 166 STREET,77 ROAD,166 STREET,,Queens,40.724117584096675,-73.80233637876852
45369,68 STREET at MAURICE AVENUE,68 STREET,MAURICE AVENUE,,Queens,40.73508660113124,-73.89691187983378
41555,21 STREET at 33 AVENUE,21 STREET,33 AVENUE,,Queens,40.76463927698615,-73.93224923980537
105836,156 AVENUE at BELT PARKWAY,156 AVENUE,BELT PARKWAY,,Queens,40.662475649972585,-73.84957323432077
41850,31 AVENUE at 47 STREET,31 AVENUE,47 STREET,,Queens,40.758692942556316,-73.91148963465156
8861,DEERE PARK PLACE at MOHN PLACE,DEERE PARK PLACE,MOHN PLACE,,S,40.60588320708266,-74.10459498475255
51743,123 STREET at COLLEGE POINT BOULEVARD,123 STREET,COLLEGE POINT BOULEVARD,,Queens,40.77309464879226,-73.84552608435571
42464,8 AVENUE at WEST  144 STREET,8 AVENUE,WEST  144 STREET,,Manhattan,40.82216440970206,-73.9424106478961
32867,77 AVENUE at AUSTIN STREET,77 AVENUE,AUSTIN STREET,,Queens,40.714651099966154,-73.83551698904303
58556,75 AVENUE at 175 STREET,75 AVENUE,175 STREET,,Queens,40.72802759749052,-73.7948061277792
41947,41 STREET at ASTORIA BOULEVARD,41 STREET,ASTORIA BOULEVARD,,Queens,40.769248704063756,-73.9091089856275
31634,81 STREET at 155 AVENUE,81 STREET,155 AVENUE,,Queens,40.66424998368368,-73.85279622182166
41547,29 STREET at 35 AVENUE,29 STREET,35 AVENUE,,Queens,40.75887986959845,-73.93009994168679
24297,8 AVENUE at WEST  139 STREET,8 AVENUE,WEST  139 STREET,,Manhattan,40.81904714121841,-73.94468683925906
58549,174 STREET at UNION TURNPIKE,174 STREET,UNION TURNPIKE,,Queens,40.72467587780746,-73.7951156173736
41873,38 STREET at ASTORIA BOULEVARD,38 STREET,ASTORIA BOULEVARD,,Queens,40.769010153040995,-73.9119402602192
55370,167 STREET at HORACE HARDING EXPRESSWAY,167 STREET,HORACE HARDING EXPRESSWAY,,Queens,40.73856376822207,-73.80178836303624
54723,136 STREET at JEWEL AVENUE,136 STREET,JEWEL AVENUE,,Queens,40.72828450112619,-73.82940008858947
58847,CHEVY CHASE STREET at HOVENDEN ROAD,CHEVY CHASE STREET,HOVENDEN ROAD,,Queens,40.72025617990728,-73.77828597661616
41813,35 STREET at ASTORIA BOULEVARD,35 STREET,ASTORIA BOULEVARD,,Queens,40.77005413131416,-73.91439800296612
14100,47 STREET at NEW UTRECHT AVENUE,47 STREET,NEW UTRECHT AVENUE,,B,40.63830863163056,-73.99453635912911
58493,69 AVENUE at 171 STREET,69 AVENUE,171 STREET,,Queens,40.732857565874994,-73.79856392938974
19414,KENT AVENUE at SOUTH   11 STREET,KENT AVENUE,SOUTH   11 STREET,,B,40.70775413908217,-73.96841310521349
83668,65 STREET at BROOKLYN QUEENS EXPRESSWAY EN SB,65 STREET,BROOKLYN QUEENS EXPRESSWAY EN SB,,Queens,40.741140335850865,-73.90054386421076
55420,COLLEGE POINT BOULEVARD at SANFORD AVENUE,COLLEGE POINT BOULEVARD,SANFORD AVENUE,,Queens,40.75466142266581,-73.83310291312601
7979,DEAD END at WESTMINSTER COURT,DEAD END,WESTMINSTER COURT,,S,40.60097940117948,-74.10764759866795
58554,74 AVENUE at 175 STREET,74 AVENUE,175 STREET,,Queens,40.72891913204062,-73.79497935638037
54817,70 AVENUE at 141 STREET,70 AVENUE,141 STREET,,Queens,40.72883496382219,-73.82475204950642
58688,HENLEY ROAD at MIDLAND PARKWAY,HENLEY ROAD,MIDLAND PARKWAY,,Queens,40.71780609949238,-73.78489753795807
41735,31 AVENUE at 35 STREET,31 AVENUE,35 STREET,,Queens,40.76282270343773,-73.92028343686519
43741,AMSTERDAM AVENUE at WEST  183 STREET,AMSTERDAM AVENUE,WEST  183 STREET,,Manhattan,40.84931342923114,-73.93001356609496
58470,77 ROAD at 170 STREET,77 ROAD,170 STREET,,Queens,40.72491147366277,-73.79883581826887
41820,51 STREET at SKILLMAN AVENUE,51 STREET,SKILLMAN AVENUE,,Queens,40.746030566544505,-73.913372640864
41625,23 STREET at 29 AVENUE,23 STREET,29 AVENUE,,Queens,40.769902465441284,-73.9259624736815
41559,25 STREET at 33 AVENUE,25 STREET,33 AVENUE,,Queens,40.762828331723675,-73.92899790665204
9007547,BEACH   41 STREET at ROCKAWAY FREEWAY,BEACH   41 STREET,ROCKAWAY FREEWAY,,Queens,40.59328017267113,-73.77271077429018
19885,DEVOE STREET at LEONARD STREET,DEVOE STREET,LEONARD STREET,,B,40.713476888811165,-73.94759645839812
58939,193 STREET at MC LAUGHLIN AVENUE,193 STREET,MC LAUGHLIN AVENUE,,Queens,40.72248105731884,-73.77359849369039
51640,29 AVENUE at 120 STREET,29 AVENUE,120 STREET,,Queens,40.77198445367498,-73.84795029379218
41888,43 AVENUE at 58 STREET,43 AVENUE,58 STREET,,Queens,40.743217538467015,-73.90715950019504
7981,ANNFIELD COURT at SHADY ROAD,ANNFIELD COURT,SHADY ROAD,,S,40.60093592883316,-74.10623035296162
31577,81 STREET at 151 AVENUE,81 STREET,151 AVENUE,,Queens,40.66744388940664,-73.8535845464093
34166,117 ROAD at 132 STREET,117 ROAD,132 STREET,,Queens,40.67533514070054,-73.80659831079522
26772,ALBANY AVENUE at HERKIMER STREET,ALBANY AVENUE,HERKIMER STREET,,B,40.67903431993925,-73.93850818903397
13543,54 STREET at NEW UTRECHT AVENUE,54 STREET,NEW UTRECHT AVENUE,,B,40.632391210757554,-73.9952928375419
55330,77 ROAD at 166 STREET,77 ROAD,166 STREET,,Queens,40.723899674005445,-73.80229138376878
34107,128 STREET at LINDEN BOULEVARD,128 STREET,LINDEN BOULEVARD,,Queens,40.681005196860234,-73.8125612541914
41942,41 STREET at ASTORIA BOULEVARD,41 STREET,ASTORIA BOULEVARD,,Queens,40.76869723493192,-73.90998006205866
485,LUNDSTEN AVENUE at MURIEL STREET,LUNDSTEN AVENUE,MURIEL STREET,,S,40.53874233910911,-74.23563148838713
34182,134 STREET at LINCOLN STREET,134 STREET,LINCOLN STREET,,Queens,40.68186219537264,-73.80781987425088
43320,ST NICHOLAS PLACE at WEST  152 STREET,ST NICHOLAS PLACE,WEST  152 STREET,,Manhattan,40.82844730636877,-73.94154046038996
46154,41 AVENUE at 58 STREET,41 AVENUE,58 STREET,,Queens,40.744659009424396,-73.90680515358898
45380,48 AVENUE at 67 STREET,48 AVENUE,67 STREET,,Queens,40.738393714795485,-73.89770633322728
49982,66 AVENUE at FLEET STREET,66 AVENUE,FLEET STREET,,Queens,40.71954363491846,-73.85912872813276
45497,48 AVENUE at 69 STREET,48 AVENUE,69 STREET,,Queens,40.73835360094866,-73.89590166080052
34162,131 STREET at FOCH BOULEVARD,131 STREET,FOCH BOULEVARD,,Queens,40.67629717507445,-73.80810117574887
24109,BROADWAY at WEST  133 STREET,BROADWAY,WEST  133 STREET,,Manhattan,40.8188019864261,-73.95602024283176
54814,70 ROAD at 137 STREET,70 ROAD,137 STREET,,Queens,40.72713909170601,-73.82767258148861
58757,AVON STREET at DALNY ROAD,AVON STREET,DALNY ROAD,,Queens,40.7161912208055,-73.78152711302326
19868,LORIMER STREET at SCHOLES STREET,LORIMER STREET,SCHOLES STREET,,B,40.70830562673567,-73.94842105679766
41607,29 STREET at 33 AVENUE,29 STREET,33 AVENUE,,Queens,40.76209797693526,-73.92749201894013
31571,81 STREET at 153 AVENUE,81 STREET,153 AVENUE,,Queens,40.66590621168375,-73.85320238965967
22381,BAYARD STREET at GRAHAM AVENUE,BAYARD STREET,GRAHAM AVENUE,,B,40.720159046173336,-73.94604114730798
41858,30 AVENUE at 41 STREET,30 AVENUE,41 STREET,,Queens,40.76351598502058,-73.9141939581595
41798,28 AVENUE at 35 STREET,28 AVENUE,35 STREET,,Queens,40.76698172087449,-73.91689619420593
41396,28 STREET at 40 AVENUE,28 STREET,40 AVENUE,,Queens,40.75267193240943,-73.93640153000204
35635,BEACH   41 STREET at ROCKAWAY FREEWAY,BEACH   41 STREET,ROCKAWAY FREEWAY,,Queens,40.59332111308478,-73.7727134075196
22373,GRAHAM AVENUE at JACKSON STREET,GRAHAM AVENUE,JACKSON STREET,,B,40.71664860685983,-73.9447336988203
41616,23 STREET at 31 AVENUE,23 STREET,31 AVENUE,,Queens,40.76671423921504,-73.92855636647407
65252,51 STREET at UNNAMED STREET,51 STREET,UNNAMED STREET,,Queens,40.74480577036555,-73.91362629680239
17241,20 AVENUE at AVENUE I,20 AVENUE,AVENUE I,,B,40.62597634992293,-73.97623453725775
50399,67 AVENUE at 110 STREET,67 AVENUE,110 STREET,,Queens,40.729500800133096,-73.84570682952089
22331,MESEROLE AVENUE at MOULTRIE STREET,MESEROLE AVENUE,MOULTRIE STREET,,B,40.729030550669876,-73.94684059464858
81742,VAN WYCK EP NB EN COLLEGE PT BL at COLLEGE POINT BOULEVARD,VAN WYCK EP NB EN COLLEGE PT BL,COLLEGE POINT BOULEVARD,,Queens,40.74807610452448,-73.83321661149206
54800,78 ROAD at PARK DRIVE EAST,78 ROAD,PARK DRIVE EAST,,Queens,40.71869066219246,-73.8254869257822
51851,20 AVENUE at 130 STREET,20 AVENUE,130 STREET,,Queens,40.7816769564632,-73.8386992134576
41462,28 STREET at 39 AVENUE,28 STREET,39 AVENUE,,Queens,40.75393058841892,-73.9352397538669
55342,75 AVENUE at 168 STREET,75 AVENUE,168 STREET,,Queens,40.72749414771023,-73.80115809212663
70735,BEACH   98 STREET at ROCKAWAY FREEWAY,BEACH   98 STREET,ROCKAWAY FREEWAY,,Queens,40.58547449942015,-73.82014745508778
58916,87 ROAD at CHELSEA STREET,87 ROAD,CHELSEA STREET,,Queens,40.715985389234724,-73.77641390094806
58843,CAMBRIDGE ROAD at SOMERSET STREET,CAMBRIDGE ROAD,SOMERSET STREET,,Queens,40.71890218096102,-73.78042542554614
41092,45 STREET at GREENPOINT AVENUE,45 STREET,GREENPOINT AVENUE,,Queens,40.74181165494083,-73.91991805903972
19418,SOUTH    9 STREET at WYTHE AVENUE,SOUTH    9 STREET,WYTHE AVENUE,,B,40.70905426905465,-73.96710408059448
31040,79 STREET at 157 AVENUE,79 STREET,157 AVENUE,,Queens,40.66062386398468,-73.85387929987154
41847,31 AVENUE at 45 STREET,31 AVENUE,45 STREET,,Queens,40.7594381738987,-73.91308659846544
41920,31 AVENUE at 49 STREET,31 AVENUE,49 STREET,,Queens,40.75794765665636,-73.90988590074976
34103,115 AVENUE at 128 STREET,115 AVENUE,128 STREET,,Queens,40.67925520195023,-73.81170429994685
54827,140 STREET at JEWEL AVENUE,140 STREET,JEWEL AVENUE,,Queens,40.729445178598745,-73.82550577983568
41853,31 AVENUE at 44 STREET,31 AVENUE,44 STREET,,Queens,40.75981817397936,-73.91389659896923
19960,DEVOE STREET at GRAHAM AVENUE,DEVOE STREET,GRAHAM AVENUE,,B,40.71379532932893,-73.94426447872085
13640,16 AVENUE at 56 STREET,16 AVENUE,56 STREET,,B,40.627117123380934,-73.98959063559595
51847,20 AVENUE at 128 STREET,20 AVENUE,128 STREET,,Queens,40.78169310208431,-73.84050398424797
41852,31 AVENUE at 48 STREET,31 AVENUE,48 STREET,,Queens,40.758318979972664,-73.91068364319395
54793,78 DRIVE at PARK DRIVE EAST,78 DRIVE,PARK DRIVE EAST,,Queens,40.71799986560567,-73.82545983252938
65561,GRAHAM AVENUE at HERBERT STREET,GRAHAM AVENUE,HERBERT STREET,,B,40.718873604267515,-73.9451077972995
32945,BEACH  104 STREET at NYCTA,BEACH  104 STREET,NYCTA,,Queens,40.58375961052682,-73.82553205535149
10812,FRONT STREET at THOMPSON STREET,FRONT STREET,THOMPSON STREET,,S,40.626113696543925,-74.07397539535529
41185,52 STREET at QUEENS BOULEVARD,52 STREET,QUEENS BOULEVARD,,Queens,40.74248225002105,-73.91289084332983
51845,20 AVENUE at 127 STREET,20 AVENUE,127 STREET,,Queens,40.78169142486903,-73.84140928968777
41792,30 AVENUE at 38 STREET,30 AVENUE,38 STREET,,Queens,40.764267771016165,-73.91579117442271
50198,67 AVENUE at 102 STREET,67 AVENUE,102 STREET,,Queens,40.72769714589407,-73.85177767493934
9008367,BEACH   47 STREET at ROCKAWAY FREEWAY,BEACH   47 STREET,ROCKAWAY FREEWAY,,Queens,40.592756695888774,-73.77785995301271
8908,BARD AVENUE at HERKIMER STREET,BARD AVENUE,HERKIMER STREET,,S,40.62368228663052,-74.10425644038473
41558,23 STREET at BROADWAY,23 STREET,BROADWAY,,Queens,40.7644907502494,-73.93036546161338
19985,CHAMBERS STREET at RIVER TERRACE,CHAMBERS STREET,RIVER TERRACE,,Manhattan,40.71812401678958,-74.01499898416705
58491,73 AVENUE at 174 STREET,73 AVENUE,174 STREET,,Queens,40.729441182080755,-73.79602664102153
58753,HENLEY ROAD at RADNOR ROAD,HENLEY ROAD,RADNOR ROAD,,Queens,40.71791818921894,-73.78379817787501
34183,LINCOLN STREET at LINDEN BOULEVARD,LINCOLN STREET,LINDEN BOULEVARD,,Queens,40.682363998714145,-73.80777114614304
34190,135 STREET at LINDEN BOULEVARD,135 STREET,LINDEN BOULEVARD,,Queens,40.68253902078108,-73.80715626308925
31645,82 STREET at 149 AVENUE,82 STREET,149 AVENUE,,Queens,40.66914428794506,-73.85298173169939
23833,EAST  107 STREET at LEXINGTON AVENUE,EAST  107 STREET,LEXINGTON AVENUE,,Manhattan,40.79292144721661,-73.94578426434961
58490,173 STREET at JEWEL AVENUE,173 STREET,JEWEL AVENUE,,Queens,40.731359656137705,-73.79685672807378
45273,48 AVENUE at 64 STREET,48 AVENUE,64 STREET,,Queens,40.73848843253087,-73.90178463225443
9008376,BEACH   35 STREET at ROCKAWAY FREEWAY,BEACH   35 STREET,ROCKAWAY FREEWAY,,Queens,40.59574759834164,-73.76759360599515
41087,45 STREET at 48 AVENUE,45 STREET,48 AVENUE,,Queens,40.739417310970396,-73.9203950839007
34185,115 AVENUE at 135 STREET,115 AVENUE,135 STREET,,Queens,40.68078906496177,-73.80629822302478
67917,138 STREET at DEAD END,138 STREET,DEAD END,,Queens,40.71606981209075,-73.82155077709052
50094,67 ROAD at AUSTIN STREET,67 ROAD,AUSTIN STREET,,Queens,40.72372617959014,-73.85454245794534
55252,81 AVENUE at 164 STREET,81 AVENUE,164 STREET,,Queens,40.72045599512673,-73.80426489134909
34263,135 STREET at ROCKAWAY BOULEVARD,135 STREET,ROCKAWAY BOULEVARD,,Queens,40.674520827949536,-73.80320416431317
24023,HENRY HUDSON PARKWAY NB ET   12 at 12 AVENUE,HENRY HUDSON PARKWAY NB ET   12,12 AVENUE,,Manhattan,40.81764868478528,-73.96102015690698
34098,127 STREET at FOCH BOULEVARD,127 STREET,FOCH BOULEVARD,,Queens,40.675520685013716,-73.81087945440724
58472,171 STREET at UNION TURNPIKE,171 STREET,UNION TURNPIKE,,Queens,40.72382450266618,-73.79760902206169
50179,69 AVENUE at DARTMOUTH STREET,69 AVENUE,DARTMOUTH STREET,,Queens,40.71938084747561,-73.85060481959698
54821,68 DRIVE at 140 STREET,68 DRIVE,140 STREET,,Queens,40.73138164747445,-73.82670613658644
14121,42 STREET at NEW UTRECHT AVENUE,42 STREET,NEW UTRECHT AVENUE,,B,40.64271029912259,-73.99427350282205
50190,67 DRIVE at QUEENS BOULEVARD,67 DRIVE,QUEENS BOULEVARD,,Queens,40.72607746660223,-73.8516699166421
34477,78 AVENUE at KEW FOREST LANE,78 AVENUE,KEW FOREST LANE,,Queens,40.7144338175947,-73.83314684701172
35679,BEACH   35 STREET at ROCKAWAY FREEWAY,BEACH   35 STREET,ROCKAWAY FREEWAY,,Queens,40.59578605801011,-73.76760118178211
70746,BEACH  102 STREET at ROCKAWAY FREEWAY,BEACH  102 STREET,ROCKAWAY FREEWAY,,Queens,40.58438809929285,-73.82327201597226
