id,name,freeway,direction,type,lanes,city,county,abs_pm,lat,lon
716213,EASTERN / W OF 710,60,E,ML,4,,37,3.254,34.034994,-118.173285
716214,ATLANTIC SB,60,W,OR,1,48914,37,4.524,34.035886,-118.151414
716215,ATLANTIC SB,60,E,OR,1,48914,37,4.524,34.035723,-118.151516
716216,ATLANTIC NB,60,E,OR,1,48914,37,4.738,34.034219,-118.148257
716217,ATLANTIC NB,60,W,OR,1,48914,37,4.704,34.034655,-118.148653
716218,FINDLAY,60,W,OR,1,48816,37,5.114,34.033066,-118.141975
716219,PARAMOUNT SB,60,W,OR,1,48914,37,7.774,34.03582,-118.095997
716220,PARAMOUNT SB,60,E,OR,1,48914,37,7.914,34.035853,-118.093489
716221,PARAMOUNT NB,60,W,OR,1,,37,7.984,34.036302,-118.092399
716222,PARAMOUNT NB,60,E,OR,1,,37,8.084,34.036512,-118.090626
716223,SAN GABRIEL,60,E,OR,1,62896,37,8.661,34.039225,-118.081093
716224,SAN  GABRIEL,60,W,OR,1,62896,37,8.721,34.039747,-118.080226
716225,ROSEMEAD SB,60,W,OR,1,,37,9.531,34.041418,-118.066377
716226,ROSEMEAD SB,60,E,OR,1,,37,9.601,34.041255,-118.065153
716227,ROSEMEAD NB,60,W,OR,1,,37,9.681,34.041414,-118.06376
716228,ROSEMEAD NB,60,E,OR,1,,37,9.751,34.041213,-118.062543
716229,SANTA ANITA SB,60,W,OR,1,,37,10.241,34.040308,-118.054105
716230,SANTA ANITA SB,60,E,OR,1,,37,10.271,34.039962,-118.05362
